sku,categories,short_description,description,price,special_price,is_in_stock,additional_attributes,created_at,updated_at
Cabin in the forest,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Colourful wall art painting on an empty wall mesmerizes the viewer and imparts a greater feel from inside""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Colourful wall art painting on an empty wall mesmerizes the viewer and imparts a greater feel from inside</span></p>",,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""10""","7/12/21, 4:12 PM","6/7/24, 10:58 PM"
Yellow poppy,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Landscape Paintings/Flower Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Colourful wall art painting on an empty wall mesmerizes the viewer and imparts a greater feel from inside""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Colourful wall art painting on an empty wall mesmerizes the viewer and imparts a greater feel from inside</span></p>",,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""9""","7/12/21, 4:16 PM","6/7/24, 10:59 PM"
Top view of road in forest,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Colourful wall art painting on an empty wall mesmerizes the viewer and imparts a greater feel from inside""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Colourful wall art painting on an empty wall mesmerizes the viewer and imparts a greater feel from inside</span></p>",,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""4""","7/12/21, 4:21 PM","5/11/22, 5:59 PM"
yellow flower in vase,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Still Life Paintings,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Still Life Paintings/Object Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Colourful wall art painting on an empty wall mesmerizes the viewer and imparts a greater feel from inside""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Colourful wall art painting on an empty wall mesmerizes the viewer and imparts a greater feel from inside</span></p>",,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""8""","7/12/21, 4:23 PM","6/7/24, 10:58 PM"
Mountain reflection in lake,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Unique style to redefine the appearance of your walls with awesome Canvas Painting!""}"" data-sheets-userformat=""{""2"":15359,""3"":{""1"":0},""4"":{""1"":2,""2"":16777215},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":1842721},""15"":""Arial"",""16"":10}"">Unique style to redefine the appearance of your walls with awesome Canvas Painting!</span></p>",,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""3""","7/12/21, 4:48 PM","5/11/22, 5:10 PM"
White Daisy,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Unique style to redefine the appearance of your walls with awesome Canvas Painting!""}"" data-sheets-userformat=""{""2"":15359,""3"":{""1"":0},""4"":{""1"":2,""2"":16777215},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":1842721},""15"":""Arial"",""16"":10}"">Unique style to redefine the appearance of your walls with awesome Canvas Painting!</span></p>",,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""9""","7/12/21, 4:55 PM","6/7/24, 10:58 PM"
Sunset pink sky with windmills,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Unique style to redefine the appearance of your walls with awesome Canvas Painting!""}"" data-sheets-userformat=""{""2"":15359,""3"":{""1"":0},""4"":{""1"":2,""2"":16777215},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":1842721},""15"":""Arial"",""16"":10}"">Unique style to redefine the appearance of your walls with awesome Canvas Painting!</span></p>",,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""4""","7/12/21, 4:55 PM","5/11/22, 6:00 PM"
Sunflower field with windmill,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View","<p><span data-sheets-value=""{""1"":2,""2"":""Unique style to redefine the appearance of your walls with awesome Canvas Painting!""}"" data-sheets-userformat=""{""2"":15359,""3"":{""1"":0},""4"":{""1"":2,""2"":16777215},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":1842721},""15"":""Arial"",""16"":10}"">Unique style to redefine the appearance of your walls with awesome Canvas Painting!</span></p>",,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""10000"",jd_trends_artist=""2"",prirority=""4""","7/12/21, 4:56 PM","5/11/22, 6:00 PM"
Chasing The Time,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Abstract Paintings/Modern Art, Contemporary Art",<p>conceptual Art in unique style to redefine the appearance of your wall</p>,,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""38500"",jd_trends_artist=""2"",prirority=""1""","7/13/21, 9:49 AM","2/7/24, 5:55 PM"
Horse In The Chess,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Abstract Paintings/Modern Art, Contemporary Art",<p>conceptual Art in unique style to redefine the appearance of your wall</p>,,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""60000"",jd_trends_artist=""2"",prirority=""1""","7/13/21, 9:55 AM","2/9/24, 3:00 PM"
Chasing the Time 2,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Abstract Paintings/Modern Art, Contemporary Art",<p>conceptual Art in unique style to redefine the appearance of your wall</p>,,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""23100"",jd_trends_artist=""2"",prirority=""1""","7/13/21, 11:18 AM","2/9/24, 3:00 PM"
knight,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Abstract Paintings/Modern Art, Contemporary Art",<p>conceptual Art in unique style to redefine the appearance of your wall</p>,,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""60000"",jd_trends_artist=""2"",prirority=""4""","7/13/21, 11:31 AM","5/6/22, 5:42 PM"
knight 2,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Abstract Paintings/Modern Art, Contemporary Art",<p>conceptual Art in unique style to redefine the appearance of your wall</p>,,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""60000"",jd_trends_artist=""2"",prirority=""2""","7/13/21, 11:31 AM","2/9/24, 2:59 PM"
knight 3,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Abstract Paintings/Modern Art, Contemporary Art",<p>conceptual Art in unique style to redefine the appearance of your wall</p>,,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""70000"",jd_trends_artist=""2"",prirority=""3""","7/13/21, 11:40 AM","2/9/24, 3:01 PM"
Chasing the Time 3,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View,Default Category/Paintings/Abstract Paintings,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Abstract Paintings/Modern Art, Contemporary Art",<p>conceptual Art in unique style to redefine the appearance of your wall</p>,,,,1,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""88000"",jd_trends_artist=""2"",prirority=""5""","7/13/21, 11:46 AM","12/29/23, 7:06 PM"
